Date,Province,Food_Item,price
2020-07-01,Manitoba,"Olive oil, 1 litre",7.91
2020-07-01,Manitoba,"Onions, 1.36 kilograms",3.72
2020-07-01,Manitoba,"Onions, per kilogram",4.08
2020-07-01,Manitoba,"Orange juice, 2 litres",3.75
2020-07-01,Manitoba,"Oranges, 1.36 kilograms",5.16
2020-07-01,Manitoba,"Oranges, per kilogram",3.71
2020-07-01,Manitoba,"Pasta sauce, 650 millilitres",2.1
2020-07-01,Manitoba,"Peanut butter, 1 kilogram",4.59
2020-07-01,Manitoba,"Peanuts, 450 grams",3.59
2020-07-01,Manitoba,"Pears, per kilogram",4.64
2020-07-01,Manitoba,"Peppers, per kilogram",7.73
2020-07-01,Manitoba,"Pork loin cuts, per kilogram",8.76
2020-07-01,Manitoba,"Pork rib cuts, per kilogram",10.39
2020-07-01,Manitoba,"Pork shoulder cuts, per kilogram",5.49
2020-07-01,Manitoba,"Potatoes, 4.54 kilograms",7.19
2020-07-01,Manitoba,"Potatoes, per kilogram",4.1
2020-07-01,Manitoba,"Roasted or ground coffee, 340 grams",5.35
2020-07-01,Manitoba,"Romaine lettuce, unit",2.34
2020-07-01,Manitoba,"Salad dressing, 475 millilitres",2.37
2020-07-01,Manitoba,"Salad greens, 142 grams",3.96
2020-07-01,Manitoba,"Salmon, per kilogram",22.5
2020-07-01,Manitoba,"Salsa, 418 millilitres",3.27
2020-07-01,Manitoba,"Shampoo, 400 millilitres",5.17
2020-07-01,Manitoba,"Shrimp, 300 grams",6.98
2020-07-01,Manitoba,"Soy milk, 1.89 litres",3.61
2020-07-01,Manitoba,"Squash, per kilogram",4.21
2020-07-01,Manitoba,"Strawberries, 454 grams",3.39
2020-07-01,Manitoba,"Sunflower seeds, 400 grams ",4.05
2020-07-01,Manitoba,"Sweet potatoes, per kilogram",4.64
2020-07-01,Manitoba,Tea (20 bags),3.67
2020-07-01,Manitoba,"Tofu, 350 grams ",2.18
2020-07-01,Manitoba,"Tomatoes, per kilogram",4.95
2020-07-01,Manitoba,"Toothpaste, 100 millilitres",3.2
2020-07-01,Manitoba,"Vegetable oil, 3 litres",7.98
2020-07-01,Manitoba,"Wheat flour, 2.5 kilograms",4.77
2020-07-01,Manitoba,"White bread, 675 grams",2.66
2020-07-01,Manitoba,"White rice, 2 kilograms",7.89
2020-07-01,Manitoba,"White sugar, 2 kilograms",2.62
2020-07-01,Manitoba,"Whole chicken, per kilogram",5.84
2020-07-01,Manitoba,"Wieners, 400 grams",3.75
2020-07-01,Manitoba,"Yogurt, 500 grams",2.71
2020-07-01,New Brunswick,"Almonds, 200 grams",6.08
2020-07-01,New Brunswick,"Apple juice, 2 litres",3.48
2020-07-01,New Brunswick,"Apples, per kilogram",5.8
2020-07-01,New Brunswick,"Avocado, unit",2.06
2020-07-01,New Brunswick,"Baby food, 128 millilitres",1.44
2020-07-01,New Brunswick,"Bacon, 500 grams",5.75
2020-07-01,New Brunswick,"Bananas, per kilogram",1.91
2020-07-01,New Brunswick,"Beef rib cuts, per kilogram",20.3
2020-07-01,New Brunswick,"Beef stewing cuts, per kilogram",17.25
2020-07-01,New Brunswick,"Beef striploin cuts, per kilogram",22.9
2020-07-01,New Brunswick,"Beef top sirloin cuts, per kilogram",16.88
2020-07-01,New Brunswick,"Block cheese, 500 grams",6.28
2020-07-01,New Brunswick,"Broccoli, unit",2.91
2020-07-01,New Brunswick,"Brown rice, 900 grams ",5.42
2020-07-01,New Brunswick,"Butter, 454 grams",4.16
2020-07-01,New Brunswick,"Cabbage, per kilogram",2.81
2020-07-01,New Brunswick,"Canned baked beans, 398 millilitres",1.48
2020-07-01,New Brunswick,"Canned beans and lentils, 540 millilitres",1.5
2020-07-01,New Brunswick,"Canned corn, 341 millilitres",1.6
2020-07-01,New Brunswick,"Canned peach, 398 millilitres",2.35
2020-07-01,New Brunswick,"Canned pear, 398 millilitres",2.42
2020-07-01,New Brunswick,"Canned salmon, 213 grams",5.07
2020-07-01,New Brunswick,"Canned soup, 284 millilitres",1.31
2020-07-01,New Brunswick,"Canned tomatoes, 796 millilitres",1.91
2020-07-01,New Brunswick,"Canned tuna, 170 grams",1.88
2020-07-01,New Brunswick,"Canola oil, 3 litres",9.37
2020-07-01,New Brunswick,"Cantaloupe, unit",3.74
2020-07-01,New Brunswick,"Carrots, 1.36 kilograms",4.19
2020-07-01,New Brunswick,"Celery, unit",3.08
2020-07-01,New Brunswick,"Cereal, 400 grams",3.38
2020-07-01,New Brunswick,"Chicken breasts, per kilogram",10.21
2020-07-01,New Brunswick,"Chicken drumsticks, per kilogram",5.45
2020-07-01,New Brunswick,"Chicken thigh, per kilogram",6.81
2020-07-01,New Brunswick,"Cookies and sweet biscuits, 300 grams ",2.96
2020-07-01,New Brunswick,"Crackers and crisp breads, 200 grams ",2.51
2020-07-01,New Brunswick,"Cream, 1 litre",4.38
2020-07-01,New Brunswick,"Cucumber, unit",1.76
2020-07-01,New Brunswick,"Deodorant, 85 grams",5.32
2020-07-01,New Brunswick,"Dried lentils, 900 grams",3.29
2020-07-01,New Brunswick,"Dry beans and legumes, 900 grams ",3.45
2020-07-01,New Brunswick,"Dry or fresh pasta, 500 grams",2.23
2020-07-01,New Brunswick,"Eggs, 1 dozen",3.99
2020-07-01,New Brunswick,"Flatbread and pita, 500 grams ",3.38
2020-07-01,New Brunswick,"Frozen broccoli, 500 grams",3.74
2020-07-01,New Brunswick,"Frozen corn, 750 grams ",3.51
2020-07-01,New Brunswick,"Frozen french fried potatoes, 750 grams",2.43
2020-07-01,New Brunswick,"Frozen green beans, 750 grams",4.11
2020-07-01,New Brunswick,"Frozen mixed vegetables, 750 grams ",3.86
2020-07-01,New Brunswick,"Frozen peas, 750 grams",3.46
2020-07-01,New Brunswick,"Frozen pizza, 390 grams",4.3
2020-07-01,New Brunswick,"Frozen spinach, 300 grams",2.12
2020-07-01,New Brunswick,"Frozen strawberries, 600 grams",4.22
2020-07-01,New Brunswick,"Grapes, per kilogram",6.07
2020-07-01,New Brunswick,"Ground beef, per kilogram",10.28
2020-07-01,New Brunswick,"Hummus, 227 grams",3.55
2020-07-01,New Brunswick,"Iceberg lettuce, unit",2.6
2020-07-01,New Brunswick,"Infant formula, 900 grams ",28.47
2020-07-01,New Brunswick,"Ketchup, 1 litre",3.48
2020-07-01,New Brunswick,"Laundry detergent, 4.43 litres",14.18
2020-07-01,New Brunswick,"Lemons, unit",1
2020-07-01,New Brunswick,"Limes, unit",0.83
2020-07-01,New Brunswick,"Margarine, 907 grams",4.16
2020-07-01,New Brunswick,"Mayonnaise, 890 millilitres ",4.27
2020-07-01,New Brunswick,"Meatless burgers, 226 grams",5.49
2020-07-01,New Brunswick,"Milk, 1 litre",2.43
2020-07-01,New Brunswick,"Milk, 2 litres",3.98
2020-07-01,New Brunswick,"Milk, 4 litres",7.12
2020-07-01,New Brunswick,"Mushrooms, 227 grams",2.5
2020-07-01,New Brunswick,"Nut milk, 1.89 litres",3.87
2020-07-01,New Brunswick,"Olive oil, 1 litre",8.63
2020-07-01,New Brunswick,"Onions, 1.36 kilograms",4.14
2020-07-01,New Brunswick,"Onions, per kilogram",5.03
2020-07-01,New Brunswick,"Orange juice, 2 litres",4.19
2020-07-01,New Brunswick,"Oranges, 1.36 kilograms",5.54
2020-07-01,New Brunswick,"Oranges, per kilogram",4.78
2020-07-01,New Brunswick,"Pasta sauce, 650 millilitres",2.17
2020-07-01,New Brunswick,"Peanut butter, 1 kilogram",4.83
2020-07-01,New Brunswick,"Peanuts, 450 grams",3.21
2020-07-01,New Brunswick,"Pears, per kilogram",6.03
2020-07-01,New Brunswick,"Peppers, per kilogram",9.64
2020-07-01,New Brunswick,"Pork loin cuts, per kilogram",7.07
2020-07-01,New Brunswick,"Pork rib cuts, per kilogram",8.84
2020-07-01,New Brunswick,"Pork shoulder cuts, per kilogram",5.72
2020-07-01,New Brunswick,"Potatoes, 4.54 kilograms",4.7
2020-07-01,New Brunswick,"Potatoes, per kilogram",4.95
2020-07-01,New Brunswick,"Roasted or ground coffee, 340 grams",5.88
2020-07-01,New Brunswick,"Romaine lettuce, unit",2.46
2020-07-01,New Brunswick,"Salad dressing, 475 millilitres",2.89
2020-07-01,New Brunswick,"Salad greens, 142 grams",4.03
2020-07-01,New Brunswick,"Salmon, per kilogram",21.76
2020-07-01,New Brunswick,"Salsa, 418 millilitres",3.68
2020-07-01,New Brunswick,"Shampoo, 400 millilitres",5.08
2020-07-01,New Brunswick,"Shrimp, 300 grams",5.92
2020-07-01,New Brunswick,"Soy milk, 1.89 litres",3.94
2020-07-01,New Brunswick,"Squash, per kilogram",5.29
2020-07-01,New Brunswick,"Strawberries, 454 grams",4.66
2020-07-01,New Brunswick,"Sunflower seeds, 400 grams ",4.69
2020-07-01,New Brunswick,"Sweet potatoes, per kilogram",4.55
2020-07-01,New Brunswick,Tea (20 bags),3.73
2020-07-01,New Brunswick,"Tofu, 350 grams ",2.27
2020-07-01,New Brunswick,"Tomatoes, per kilogram",6.22
2020-07-01,New Brunswick,"Toothpaste, 100 millilitres",3.49
2020-07-01,New Brunswick,"Vegetable oil, 3 litres",7.3
2020-07-01,New Brunswick,"Wheat flour, 2.5 kilograms",5.38
2020-07-01,New Brunswick,"White bread, 675 grams",3.08
2020-07-01,New Brunswick,"White rice, 2 kilograms",10.34
2020-07-01,New Brunswick,"White sugar, 2 kilograms",2.24
2020-07-01,New Brunswick,"Whole chicken, per kilogram",5.36
2020-07-01,New Brunswick,"Wieners, 400 grams",3.62
2020-07-01,New Brunswick,"Yogurt, 500 grams",3.12
2020-07-01,Nova Scotia,"Almonds, 200 grams",6.08
2020-07-01,Nova Scotia,"Apple juice, 2 litres",3.41
2020-07-01,Nova Scotia,"Apples, per kilogram",5.9
2020-07-01,Nova Scotia,"Avocado, unit",2.06
2020-07-01,Nova Scotia,"Baby food, 128 millilitres",1.44
2020-07-01,Nova Scotia,"Bacon, 500 grams",5.83
2020-07-01,Nova Scotia,"Bananas, per kilogram",1.91
2020-07-01,Nova Scotia,"Beef rib cuts, per kilogram",19.39
2020-07-01,Nova Scotia,"Beef stewing cuts, per kilogram",16.38
2020-07-01,Nova Scotia,"Beef striploin cuts, per kilogram",23.34
2020-07-01,Nova Scotia,"Beef top sirloin cuts, per kilogram",16.94
2020-07-01,Nova Scotia,"Block cheese, 500 grams",6.22
2020-07-01,Nova Scotia,"Broccoli, unit",2.74
2020-07-01,Nova Scotia,"Brown rice, 900 grams ",5.45
2020-07-01,Nova Scotia,"Butter, 454 grams",4.01
2020-07-01,Nova Scotia,"Cabbage, per kilogram",2.69
2020-07-01,Nova Scotia,"Canned baked beans, 398 millilitres",1.46
2020-07-01,Nova Scotia,"Canned beans and lentils, 540 millilitres",1.49
2020-07-01,Nova Scotia,"Canned corn, 341 millilitres",1.56
2020-07-01,Nova Scotia,"Canned peach, 398 millilitres",2.35
2020-07-01,Nova Scotia,"Canned pear, 398 millilitres",2.39
2020-07-01,Nova Scotia,"Canned salmon, 213 grams",5.1
2020-07-01,Nova Scotia,"Canned soup, 284 millilitres",1.29
2020-07-01,Nova Scotia,"Canned tomatoes, 796 millilitres",1.89
2020-07-01,Nova Scotia,"Canned tuna, 170 grams",1.85
2020-07-01,Nova Scotia,"Canola oil, 3 litres",9.39
2020-07-01,Nova Scotia,"Cantaloupe, unit",3.31
2020-07-01,Nova Scotia,"Carrots, 1.36 kilograms",4.06
2020-07-01,Nova Scotia,"Celery, unit",3.24
2020-07-01,Nova Scotia,"Cereal, 400 grams",3.36
2020-07-01,Nova Scotia,"Chicken breasts, per kilogram",9.9
2020-07-01,Nova Scotia,"Chicken drumsticks, per kilogram",5.62
2020-07-01,Nova Scotia,"Chicken thigh, per kilogram",7.19
2020-07-01,Nova Scotia,"Cookies and sweet biscuits, 300 grams ",2.95
2020-07-01,Nova Scotia,"Crackers and crisp breads, 200 grams ",2.47
2020-07-01,Nova Scotia,"Cream, 1 litre",4.57
2020-07-01,Nova Scotia,"Cucumber, unit",1.72
2020-07-01,Nova Scotia,"Deodorant, 85 grams",5.35
2020-07-01,Nova Scotia,"Dried lentils, 900 grams",3.21
2020-07-01,Nova Scotia,"Dry beans and legumes, 900 grams ",3.29
2020-07-01,Nova Scotia,"Dry or fresh pasta, 500 grams",2.5
2020-07-01,Nova Scotia,"Eggs, 1 dozen",4.06
2020-07-01,Nova Scotia,"Flatbread and pita, 500 grams ",3.34
2020-07-01,Nova Scotia,"Frozen broccoli, 500 grams",3.72
2020-07-01,Nova Scotia,"Frozen corn, 750 grams ",3.48
2020-07-01,Nova Scotia,"Frozen french fried potatoes, 750 grams",2.38
2020-07-01,Nova Scotia,"Frozen green beans, 750 grams",3.99
2020-07-01,Nova Scotia,"Frozen mixed vegetables, 750 grams ",3.81
2020-07-01,Nova Scotia,"Frozen peas, 750 grams",3.44
2020-07-01,Nova Scotia,"Frozen pizza, 390 grams",4.36
2020-07-01,Nova Scotia,"Frozen spinach, 300 grams",2.01
2020-07-01,Nova Scotia,"Frozen strawberries, 600 grams",4.28
2020-07-01,Nova Scotia,"Grapes, per kilogram",6.71
2020-07-01,Nova Scotia,"Ground beef, per kilogram",9.91
2020-07-01,Nova Scotia,"Hummus, 227 grams",3.45
2020-07-01,Nova Scotia,"Iceberg lettuce, unit",2.73
2020-07-01,Nova Scotia,"Infant formula, 900 grams ",29.83
2020-07-01,Nova Scotia,"Ketchup, 1 litre",3.42
2020-07-01,Nova Scotia,"Laundry detergent, 4.43 litres",13.45
2020-07-01,Nova Scotia,"Lemons, unit",0.98
2020-07-01,Nova Scotia,"Limes, unit",0.82
2020-07-01,Nova Scotia,"Margarine, 907 grams",3.99
2020-07-01,Nova Scotia,"Mayonnaise, 890 millilitres ",4.22
2020-07-01,Nova Scotia,"Meatless burgers, 226 grams",5.65
2020-07-01,Nova Scotia,"Milk, 1 litre",2.59
2020-07-01,Nova Scotia,"Milk, 2 litres",3.91
2020-07-01,Nova Scotia,"Milk, 4 litres",5.82
2020-07-01,Nova Scotia,"Mushrooms, 227 grams",2.48
2020-07-01,Nova Scotia,"Nut milk, 1.89 litres",3.92
2020-07-01,Nova Scotia,"Olive oil, 1 litre",8.28
2020-07-01,Nova Scotia,"Onions, 1.36 kilograms",4.29
2020-07-01,Nova Scotia,"Onions, per kilogram",5.04
2020-07-01,Nova Scotia,"Orange juice, 2 litres",4.19
2020-07-01,Nova Scotia,"Oranges, 1.36 kilograms",5.36
2020-07-01,Nova Scotia,"Oranges, per kilogram",4.7
2020-07-01,Nova Scotia,"Pasta sauce, 650 millilitres",2.07
2020-07-01,Nova Scotia,"Peanut butter, 1 kilogram",4.86
2020-07-01,Nova Scotia,"Peanuts, 450 grams",3.15
2020-07-01,Nova Scotia,"Pears, per kilogram",5.7
2020-07-01,Nova Scotia,"Peppers, per kilogram",9.49
2020-07-01,Nova Scotia,"Pork loin cuts, per kilogram",7.41
2020-07-01,Nova Scotia,"Pork rib cuts, per kilogram",8.92
2020-07-01,Nova Scotia,"Pork shoulder cuts, per kilogram",5.74
2020-07-01,Nova Scotia,"Potatoes, 4.54 kilograms",4.39
2020-07-01,Nova Scotia,"Potatoes, per kilogram",4.62
2020-07-01,Nova Scotia,"Roasted or ground coffee, 340 grams",6.46
2020-07-01,Nova Scotia,"Romaine lettuce, unit",2.55
2020-07-01,Nova Scotia,"Salad dressing, 475 millilitres",2.85
2020-07-01,Nova Scotia,"Salad greens, 142 grams",4
2020-07-01,Nova Scotia,"Salmon, per kilogram",21.09
2020-07-01,Nova Scotia,"Salsa, 418 millilitres",3.65
2020-07-01,Nova Scotia,"Shampoo, 400 millilitres",5.17
2020-07-01,Nova Scotia,"Shrimp, 300 grams",5.93
2020-07-01,Nova Scotia,"Soy milk, 1.89 litres",3.92
2020-07-01,Nova Scotia,"Squash, per kilogram",5.25
2020-07-01,Nova Scotia,"Strawberries, 454 grams",4.19
2020-07-01,Nova Scotia,"Sunflower seeds, 400 grams ",4.68
2020-07-01,Nova Scotia,"Sweet potatoes, per kilogram",4.55
2020-07-01,Nova Scotia,Tea (20 bags),3.8
2020-07-01,Nova Scotia,"Tofu, 350 grams ",2.05
2020-07-01,Nova Scotia,"Tomatoes, per kilogram",5.81
2020-07-01,Nova Scotia,"Toothpaste, 100 millilitres",3.52
2020-07-01,Nova Scotia,"Vegetable oil, 3 litres",7.02
2020-07-01,Nova Scotia,"Wheat flour, 2.5 kilograms",5.38
2020-07-01,Nova Scotia,"White bread, 675 grams",3
2020-07-01,Nova Scotia,"White rice, 2 kilograms",10.31
2020-07-01,Nova Scotia,"White sugar, 2 kilograms",2.19
2020-07-01,Nova Scotia,"Whole chicken, per kilogram",5.31
2020-07-01,Nova Scotia,"Wieners, 400 grams",3.82
2020-07-01,Nova Scotia,"Yogurt, 500 grams",3
2020-07-01,Ontario,"Almonds, 200 grams",5.7
2020-07-01,Ontario,"Apple juice, 2 litres",2.76
2020-07-01,Ontario,"Apples, per kilogram",4.7
2020-07-01,Ontario,"Avocado, unit",1.8
2020-07-01,Ontario,"Baby food, 128 millilitres",1.37
2020-07-01,Ontario,"Bacon, 500 grams",6.07
2020-07-01,Ontario,"Bananas, per kilogram",1.41
2020-07-01,Ontario,"Beef rib cuts, per kilogram",23.95
2020-07-01,Ontario,"Beef stewing cuts, per kilogram",18.31
2020-07-01,Ontario,"Beef striploin cuts, per kilogram",21.63
2020-07-01,Ontario,"Beef top sirloin cuts, per kilogram",16.31
2020-07-01,Ontario,"Block cheese, 500 grams",6.15
2020-07-01,Ontario,"Broccoli, unit",2.77
2020-07-01,Ontario,"Brown rice, 900 grams ",4.73
2020-07-01,Ontario,"Butter, 454 grams",4.29
2020-07-01,Ontario,"Cabbage, per kilogram",2.89
2020-07-01,Ontario,"Canned baked beans, 398 millilitres",1.26
2020-07-01,Ontario,"Canned beans and lentils, 540 millilitres",1.34
2020-07-01,Ontario,"Canned corn, 341 millilitres",1.42
2020-07-01,Ontario,"Canned peach, 398 millilitres",1.6
2020-07-01,Ontario,"Canned pear, 398 millilitres",2.49
2020-07-01,Ontario,"Canned salmon, 213 grams",5.09
2020-07-01,Ontario,"Canned soup, 284 millilitres",1.4
2020-07-01,Ontario,"Canned tomatoes, 796 millilitres",1.58
2020-07-01,Ontario,"Canned tuna, 170 grams",1.75
2020-07-01,Ontario,"Canola oil, 3 litres",8.16
2020-07-01,Ontario,"Cantaloupe, unit",3.12
2020-07-01,Ontario,"Carrots, 1.36 kilograms",3.38
2020-07-01,Ontario,"Celery, unit",2.63
2020-07-01,Ontario,"Cereal, 400 grams",3.33
2020-07-01,Ontario,"Chicken breasts, per kilogram",11.76
2020-07-01,Ontario,"Chicken drumsticks, per kilogram",6.91
2020-07-01,Ontario,"Chicken thigh, per kilogram",10.1
2020-07-01,Ontario,"Cookies and sweet biscuits, 300 grams ",2.62
2020-07-01,Ontario,"Crackers and crisp breads, 200 grams ",2.4
2020-07-01,Ontario,"Cream, 1 litre",3.58
2020-07-01,Ontario,"Cucumber, unit",1.27
2020-07-01,Ontario,"Deodorant, 85 grams",5.15
2020-07-01,Ontario,"Dried lentils, 900 grams",3
2020-07-01,Ontario,"Dry beans and legumes, 900 grams ",2.73
2020-07-01,Ontario,"Dry or fresh pasta, 500 grams",2.62
2020-07-01,Ontario,"Eggs, 1 dozen",3.62
2020-07-01,Ontario,"Flatbread and pita, 500 grams ",2.65
2020-07-01,Ontario,"Frozen broccoli, 500 grams",3.5
2020-07-01,Ontario,"Frozen corn, 750 grams ",3.16
2020-07-01,Ontario,"Frozen french fried potatoes, 750 grams",2.19
2020-07-01,Ontario,"Frozen green beans, 750 grams",3.43
2020-07-01,Ontario,"Frozen mixed vegetables, 750 grams ",3.17
2020-07-01,Ontario,"Frozen peas, 750 grams",3.02
2020-07-01,Ontario,"Frozen pizza, 390 grams",4.31
2020-07-01,Ontario,"Frozen spinach, 300 grams",1.67
2020-07-01,Ontario,"Frozen strawberries, 600 grams",4.23
2020-07-01,Ontario,"Grapes, per kilogram",5.14
2020-07-01,Ontario,"Ground beef, per kilogram",10.33
2020-07-01,Ontario,"Hummus, 227 grams",3.23
2020-07-01,Ontario,"Iceberg lettuce, unit",1.81
2020-07-01,Ontario,"Infant formula, 900 grams ",30.69
2020-07-01,Ontario,"Ketchup, 1 litre",3.21
2020-07-01,Ontario,"Laundry detergent, 4.43 litres",12.89
2020-07-01,Ontario,"Lemons, unit",0.72
2020-07-01,Ontario,"Limes, unit",0.43
2020-07-01,Ontario,"Margarine, 907 grams",4.43
2020-07-01,Ontario,"Mayonnaise, 890 millilitres ",4.56
2020-07-01,Ontario,"Meatless burgers, 226 grams",5.76
2020-07-01,Ontario,"Milk, 1 litre",3.12
2020-07-01,Ontario,"Milk, 2 litres",4.79
2020-07-01,Ontario,"Milk, 4 litres",4.98
2020-07-01,Ontario,"Mushrooms, 227 grams",2.34
2020-07-01,Ontario,"Nut milk, 1.89 litres",3.67
2020-07-01,Ontario,"Olive oil, 1 litre",7.48
2020-07-01,Ontario,"Onions, 1.36 kilograms",4.16
2020-07-01,Ontario,"Onions, per kilogram",4.43
2020-07-01,Ontario,"Orange juice, 2 litres",3.64
2020-07-01,Ontario,"Oranges, 1.36 kilograms",5.22
2020-07-01,Ontario,"Oranges, per kilogram",3.93
2020-07-01,Ontario,"Pasta sauce, 650 millilitres",2.18
2020-07-01,Ontario,"Peanut butter, 1 kilogram",4.65
2020-07-01,Ontario,"Peanuts, 450 grams",3.24
2020-07-01,Ontario,"Pears, per kilogram",4.4
2020-07-01,Ontario,"Peppers, per kilogram",7.85
2020-07-01,Ontario,"Pork loin cuts, per kilogram",7.89
2020-07-01,Ontario,"Pork rib cuts, per kilogram",10.15
2020-07-01,Ontario,"Pork shoulder cuts, per kilogram",4.36
2020-07-01,Ontario,"Potatoes, 4.54 kilograms",3.92
2020-07-01,Ontario,"Potatoes, per kilogram",4.55
2020-07-01,Ontario,"Roasted or ground coffee, 340 grams",5.39
2020-07-01,Ontario,"Romaine lettuce, unit",1.77
2020-07-01,Ontario,"Salad dressing, 475 millilitres",2.55
2020-07-01,Ontario,"Salad greens, 142 grams",3.97
2020-07-01,Ontario,"Salmon, per kilogram",23.06
2020-07-01,Ontario,"Salsa, 418 millilitres",3.61
2020-07-01,Ontario,"Shampoo, 400 millilitres",5.14
2020-07-01,Ontario,"Shrimp, 300 grams",7.08
2020-07-01,Ontario,"Soy milk, 1.89 litres",3.69
2020-07-01,Ontario,"Squash, per kilogram",4.23
2020-07-01,Ontario,"Strawberries, 454 grams",3.56
2020-07-01,Ontario,"Sunflower seeds, 400 grams ",4.12
2020-07-01,Ontario,"Sweet potatoes, per kilogram",3.8
2020-07-01,Ontario,Tea (20 bags),3.43
2020-07-01,Ontario,"Tofu, 350 grams ",2.25
2020-07-01,Ontario,"Tomatoes, per kilogram",5.29
2020-07-01,Ontario,"Toothpaste, 100 millilitres",3.11
2020-07-01,Ontario,"Vegetable oil, 3 litres",5.78
2020-07-01,Ontario,"Wheat flour, 2.5 kilograms",5.06
2020-07-01,Ontario,"White bread, 675 grams",2.59
2020-07-01,Ontario,"White rice, 2 kilograms",7.86
2020-07-01,Ontario,"White sugar, 2 kilograms",1.82
2020-07-01,Ontario,"Whole chicken, per kilogram",5.32
2020-07-01,Ontario,"Wieners, 400 grams",3.76
2020-07-01,Ontario,"Yogurt, 500 grams",2.44
2020-07-01,Prince Edward Island,"Almonds, 200 grams",6.12
2020-07-01,Prince Edward Island,"Apple juice, 2 litres",3.37
2020-07-01,Prince Edward Island,"Apples, per kilogram",5.82
2020-07-01,Prince Edward Island,"Avocado, unit",2.09
2020-07-01,Prince Edward Island,"Baby food, 128 millilitres",1.45
2020-07-01,Prince Edward Island,"Bacon, 500 grams",5.74
2020-07-01,Prince Edward Island,"Bananas, per kilogram",1.89
2020-07-01,Prince Edward Island,"Beef rib cuts, per kilogram",19.58
2020-07-01,Prince Edward Island,"Beef stewing cuts, per kilogram",16.68
2020-07-01,Prince Edward Island,"Beef striploin cuts, per kilogram",23.86
2020-07-01,Prince Edward Island,"Beef top sirloin cuts, per kilogram",17.12
2020-07-01,Prince Edward Island,"Block cheese, 500 grams",6.29
2020-07-01,Prince Edward Island,"Broccoli, unit",2.55
2020-07-01,Prince Edward Island,"Brown rice, 900 grams ",5.48
2020-07-01,Prince Edward Island,"Butter, 454 grams",3.81
2020-07-01,Prince Edward Island,"Cabbage, per kilogram",2.62
2020-07-01,Prince Edward Island,"Canned baked beans, 398 millilitres",1.47
2020-07-01,Prince Edward Island,"Canned beans and lentils, 540 millilitres",1.51
2020-07-01,Prince Edward Island,"Canned corn, 341 millilitres",1.58
2020-07-01,Prince Edward Island,"Canned peach, 398 millilitres",2.36
2020-07-01,Prince Edward Island,"Canned pear, 398 millilitres",2.41
2020-07-01,Prince Edward Island,"Canned salmon, 213 grams",5.42
2020-07-01,Prince Edward Island,"Canned soup, 284 millilitres",1.26
2020-07-01,Prince Edward Island,"Canned tomatoes, 796 millilitres",1.9
2020-07-01,Prince Edward Island,"Canned tuna, 170 grams",1.98
2020-07-01,Prince Edward Island,"Canola oil, 3 litres",9.42
2020-07-01,Prince Edward Island,"Cantaloupe, unit",3.59
2020-07-01,Prince Edward Island,"Carrots, 1.36 kilograms",4.15
2020-07-01,Prince Edward Island,"Celery, unit",3.25
2020-07-01,Prince Edward Island,"Cereal, 400 grams",3.34
2020-07-01,Prince Edward Island,"Chicken breasts, per kilogram",10.11
2020-07-01,Prince Edward Island,"Chicken drumsticks, per kilogram",5.64
2020-07-01,Prince Edward Island,"Chicken thigh, per kilogram",7.2
2020-07-01,Prince Edward Island,"Cookies and sweet biscuits, 300 grams ",2.91
2020-07-01,Prince Edward Island,"Crackers and crisp breads, 200 grams ",2.48
2020-07-01,Prince Edward Island,"Cream, 1 litre",4.54
2020-07-01,Prince Edward Island,"Cucumber, unit",1.74
2020-07-01,Prince Edward Island,"Deodorant, 85 grams",5.33
2020-07-01,Prince Edward Island,"Dried lentils, 900 grams",3.14
2020-07-01,Prince Edward Island,"Dry beans and legumes, 900 grams ",3.4
2020-07-01,Prince Edward Island,"Dry or fresh pasta, 500 grams",2.64
2020-07-01,Prince Edward Island,"Eggs, 1 dozen",4.04
2020-07-01,Prince Edward Island,"Flatbread and pita, 500 grams ",3.32
2020-07-01,Prince Edward Island,"Frozen broccoli, 500 grams",3.74
2020-07-01,Prince Edward Island,"Frozen corn, 750 grams ",3.46
2020-07-01,Prince Edward Island,"Frozen french fried potatoes, 750 grams",2.4
2020-07-01,Prince Edward Island,"Frozen green beans, 750 grams",3.96
2020-07-01,Prince Edward Island,"Frozen mixed vegetables, 750 grams ",3.77
2020-07-01,Prince Edward Island,"Frozen peas, 750 grams",3.44
2020-07-01,Prince Edward Island,"Frozen pizza, 390 grams",4.31
2020-07-01,Prince Edward Island,"Frozen spinach, 300 grams",2.07
2020-07-01,Prince Edward Island,"Frozen strawberries, 600 grams",4.16
2020-07-01,Prince Edward Island,"Grapes, per kilogram",6.59
2020-07-01,Prince Edward Island,"Ground beef, per kilogram",10.4
2020-07-01,Prince Edward Island,"Hummus, 227 grams",3.45
2020-07-01,Prince Edward Island,"Iceberg lettuce, unit",2.78
2020-07-01,Prince Edward Island,"Infant formula, 900 grams ",27.09
2020-07-01,Prince Edward Island,"Ketchup, 1 litre",3.47
2020-07-01,Prince Edward Island,"Laundry detergent, 4.43 litres",13.16
2020-07-01,Prince Edward Island,"Lemons, unit",0.98
2020-07-01,Prince Edward Island,"Limes, unit",0.82
2020-07-01,Prince Edward Island,"Margarine, 907 grams",4.18
2020-07-01,Prince Edward Island,"Mayonnaise, 890 millilitres ",4.24
2020-07-01,Prince Edward Island,"Meatless burgers, 226 grams",5.82
